vendor,name,spec,price,image_url,category,검색_쿼리,추정_인터넷총가,표본수,상태,최저가_링크,군마트가격(원),군마트_추출용량(g/ml),할인율(%)
롯데웰푸드(주),주물러콜라,130ml,310원,https://www.welfare.mil.kr/shop/imgView.do?p_code=34274&type=1,식품,롯데웰푸드 주물러콜라 130ml,20880.0,20,Success,https://www.hmall.com/md/pda/itemPtc?ReferCode=429&slitmCd=2245184208&utm_source=naver&utm_medium=cps_pcs&utm_campaign=sale,310,130.0,98.5
(주)빙그레,뽕따소다맛,130ml,360원,https://www.welfare.mil.kr/shop/imgView.do?p_code=34294&type=1,식품,빙그레 뽕따소다맛 130ml,30900.0,20,Success,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=226878584&ctag=226878584&lptag=I27043997113&itemId=27043997113&vendorItemId=94012432205&spec=10305199,360,130.0,98.8
한국하겐-다즈(주),하겐다즈 쿠키 앤 크림 아이스크림 바,80ml 70g,"1,770원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34272&type=1,식품,한국하겐-다즈 하겐다즈 쿠키 앤 크림 아이스크림 바 80ml 70g,,0,Capacity Parse Failed,,1770,80.0,
롯데웰푸드(주),월드콘 쿠키앤크림,160ml,700원,https://www.welfare.mil.kr/shop/imgView.do?p_code=34296&type=1,식품,롯데웰푸드 월드콘 쿠키앤크림 160ml,20620.0,20,Success,https://smartstore.naver.com/main/products/11277757951,700,160.0,96.6
한국하겐-다즈(주),하겐다즈 스토로베리 앤 크림 아이스크림 바,80ml 70g,"1,770원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34292&type=1,식품,한국하겐-다즈 하겐다즈 스토로베리 앤 크림 아이스크림 바 80ml 70g,,0,Capacity Parse Failed,,1770,80.0,
롯데웰푸드(주),구구콘,160ml,590원,https://www.welfare.mil.kr/shop/imgView.do?p_code=34282&type=1,식품,롯데웰푸드 구구콘 160ml,1520.0,20,Success,https://search.shopping.naver.com/catalog/53940392142,590,160.0,61.2
라벨리,디요거트,180ml,"1,240원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34276&type=1,식품,라벨리 디요거트 180ml,28750.0,20,Success,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=8926453912&ctag=8926453912&lptag=I26013881862&itemId=26013881862&vendorItemId=94518787187&spec=10305199,1240,180.0,95.7
비알코리아(주),뉴욕 치즈케이크 PREPACK,100ml,"1,540원",https://www.welfare.mil.kr/shop/imgView.do?p_code=33094&type=1,식품,비알코리아 뉴욕 치즈케이크 PREPACK 100ml,,0,Capacity Parse Failed,,1540,100.0,
비알코리아(주),아이스크림 콘 초코봉봉,150ml,"1,640원",https://www.welfare.mil.kr/shop/imgView.do?p_code=33106&type=1,식품,비알코리아 아이스크림 콘 초코봉봉 150ml,,0,Capacity Parse Failed,,1640,150.0,
비알코리아(주),아이스크림 콘 바닐라봉봉,150ml,"1,640원",https://www.welfare.mil.kr/shop/imgView.do?p_code=33096&type=1,식품,비알코리아 아이스크림 콘 바닐라봉봉 150ml,,0,Capacity Parse Failed,,1640,150.0,
(주)빙그레,끌레도르쿠키앤크림,90ml,"1,430원",https://www.welfare.mil.kr/shop/imgView.do?p_code=4350&type=1,식품,빙그레 끌레도르쿠키앤크림 90ml,30399.99999999999,19,Success,https://search.shopping.naver.com/catalog/47936953005,1430,90.0,95.3
데일리축산,(영외)참계란30구,30구,"6,130원",https://www.welfare.mil.kr/shop/imgView.do?p_code=4178&type=1,식품,데일리축산 영외 참계란30구,,0,Cache Miss,,6130,,
(주)빙그레,딥앤로우 소프트멜론,160ml,"1,060원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37148&type=1,식품,빙그레 딥앤로우 소프트멜론 160ml,37700.0,20,Success,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=8694957570&ctag=8694957570&lptag=I25497970487&itemId=25497970487&vendorItemId=94061820877&spec=10305199,1060,160.0,97.2
(주)빙그레,딥앤로우 소프트바닐라,160ml,"1,060원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37150&type=1,식품,빙그레 딥앤로우 소프트바닐라 160ml,33220.0,20,Success,https://smartstore.naver.com/main/products/11611373538,1060,160.0,96.8
한국하겐-다즈(주),하겐다즈 미니컵 마카다미아넛,100ml,"2,070원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37156&type=1,식품,한국하겐-다즈 하겐다즈 미니컵 마카다미아넛 100ml,,0,Capacity Parse Failed,,2070,100.0,
남양유업(주),초코에몽 초코 쭈주바,130ml,810원,https://www.welfare.mil.kr/shop/imgView.do?p_code=37160&type=1,식품,남양유업 초코에몽 초코 쭈주바 130ml,803.1428571428572,20,Success,http://www.kshop.co.kr/display/ec/product/7718862?with_code=100025&utm_source=naver_ep&utm_medium=cps&utm_campaign=prd_61_%EC%8B%9D%ED%92%88%2F%EA%B1%B4%EA%B0%95_7718862&utm_content=pc,810,130.0,-0.9
(주)라라스윗,라라스윗 저당 생우유 모나카 140ml,140ml,"1,200원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37162&type=1,식품,라라스윗 라라스윗 저당 생우유 모나카 140ml,42050.00000000001,18,Success,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9203246132&tid=1000000061,1200,140.0,97.1
롯데웰푸드(주),잘익은수박바,80ml,290원,https://www.welfare.mil.kr/shop/imgView.do?p_code=37164&type=1,식품,롯데웰푸드 잘익은수박바 80ml,1185.714285714286,18,Success,https://smartstore.naver.com/main/products/5028363411,290,80.0,75.5
비알코리아(주),레인보우샤베트 프리팩,100ml,"1,650원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37166&type=1,식품,비알코리아 레인보우샤베트 프리팩 100ml,,0,Capacity Parse Failed,,1650,100.0,
(주)빙그레,부드러운 빵또아,180ml,"1,130원",https://www.welfare.mil.kr/shop/imgView.do?p_code=4288&type=1,식품,빙그레 부드러운 빵또아 180ml,28850.0,20,Success,https://lottemartzetta.com/products/OS8801104190954/details?ch_no=100076&ch_dtl_no=1001307&utm_id=100076_1001307&utm_content=OS8801104190954,1130,180.0,96.1
(주)빙그레,요맘때 플레인 콘,150ml,840원,https://www.welfare.mil.kr/shop/imgView.do?p_code=37152&type=1,식품,빙그레 요맘때 플레인 콘 150ml,29060.0,20,Success,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=8019191791&tid=1000000061,840,150.0,97.1
(주)빙그레,요맘때 슈팅스타,150ml,840원,https://www.welfare.mil.kr/shop/imgView.do?p_code=37154&type=1,식품,빙그레 요맘때 슈팅스타 150ml,,0,Max Retries,,840,150.0,
비알코리아(주),엄마는외계인 프리팩,100ml,"1,650원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37168&type=1,식품,비알코리아 엄마는외계인 프리팩 100ml,46150.0,9,Success,https://smartstore.naver.com/main/products/13344322038,1650,100.0,96.4
한국하겐-다즈(주),하겐다즈 초콜릿 초코아몬드 아이스크림바,80ml,"2,210원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37170&type=1,식품,한국하겐-다즈 하겐다즈 초콜릿 초코아몬드 아이스크림바 80ml,,0,Capacity Parse Failed,,2210,80.0,
한국하겐-다즈(주),하겐다즈 마카다미아 넛 브리틀 아이스크림바,80ml,"2,210원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37172&type=1,식품,한국하겐-다즈 하겐다즈 마카다미아 넛 브리틀 아이스크림바 80ml,,0,Capacity Parse Failed,,2210,80.0,
비알코리아(주),슈팅스타 프리팩,100ml,"1,650원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37174&type=1,식품,비알코리아 슈팅스타 프리팩 100ml,,0,Capacity Parse Failed,,1650,100.0,
롯데웰푸드(주),제로 미니바이트 밀크 초코,380ml,"4,100원",https://www.welfare.mil.kr/shop/imgView.do?p_code=35750&type=1,식품,롯데웰푸드 제로 미니바이트 밀크 초코 380ml,7607.083333333334,20,Success,https://search.shopping.naver.com/catalog/54281166654,4100,380.0,46.1
라벨리,디요거트망고,180ml,"1,130원",https://www.welfare.mil.kr/shop/imgView.do?p_code=35742&type=1,식품,라벨리 디요거트망고 180ml,51600.0,19,Success,https://shopping.naver.com/outlink/itemdetail/11916395620,1130,180.0,97.8
(주)빙그레,끌레도르 더단백바 카라멜,85ml,"1,050원",https://www.welfare.mil.kr/shop/imgView.do?p_code=35748&type=1,식품,빙그레 끌레도르 더단백바 카라멜 85ml,33600.0,9,Success,https://smartstore.naver.com/main/products/10668329940,1050,85.0,96.9
풀무원식품 주식회사,New풀무원 컵아이스_180g,180,470원,https://www.welfare.mil.kr/shop/imgView.do?p_code=35732&type=1,음료,풀무원식품 New풀무원 컵아이스_180g,1000.0,3,Success,https://shopping.naver.com/outlink/itemdetail/5899296747,470,180.0,53.0
롯데웰푸드(주),녹차초콜릿바,90ml,"1,540원",https://www.welfare.mil.kr/shop/imgView.do?p_code=35734&type=1,식품,롯데웰푸드 녹차초콜릿바 90ml,5900.0,20,Success,https://www.hmall.com/md/pda/itemPtc?ReferCode=429&slitmCd=2245184731&utm_source=naver&utm_medium=cps_pcs&utm_campaign=sale,1540,90.0,73.9
롯데웰푸드(주),넛츠 위드 에스프레소,90ml,"1,120원",https://www.welfare.mil.kr/shop/imgView.do?p_code=35760&type=1,식품,롯데웰푸드 넛츠 위드 에스프레소 90ml,2804.430379746835,1,Low Sample,https://www.lotteon.com/p/product/LO2630257937?sitmNo=LO2630257937_2630257938&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,1120,90.0,60.1
(주)빙그레,떡붕어싸만코,150ml,680원,https://www.welfare.mil.kr/shop/imgView.do?p_code=35736&type=1,식품,빙그레 떡붕어싸만코 150ml,26100.0,20,Success,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=7521705034&tid=1000000061,680,150.0,97.4
(주)빙그레,요맘때 딸기 콘,150ml,810원,https://www.welfare.mil.kr/shop/imgView.do?p_code=35740&type=1,식품,빙그레 요맘때 딸기 콘 150ml,32000.00000000001,20,Success,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=8777937188&ctag=8777937188&lptag=I25538133416&itemId=25538133416&vendorItemId=90737873696&spec=10305199,810,150.0,97.5
롯데웰푸드(주),빵빠레 파스퇴르 초코,195ml,700원,https://www.welfare.mil.kr/shop/imgView.do?p_code=35746&type=1,식품,롯데웰푸드 빵빠레 파스퇴르 초코 195ml,63960.0,1,Low Sample,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=7893076266&ctag=7893076266&lptag=I22261854795&itemId=22261854795&vendorItemId=89307555723&spec=10305199,700,195.0,98.9
(주)빙그레,더위사냥 커피,140ml,520원,https://www.welfare.mil.kr/shop/imgView.do?p_code=35752&type=1,음료,빙그레 더위사냥 커피 140ml,30000.0,20,Success,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=8288902594&ctag=8288902594&lptag=I27066306911&itemId=27066306911&vendorItemId=94034655512&spec=10305199,520,140.0,98.3
롯데웰푸드(주),빵빠레 파스퇴르,195ml,700원,https://www.welfare.mil.kr/shop/imgView.do?p_code=35764&type=1,음료,롯데웰푸드 빵빠레 파스퇴르 195ml,,0,Capacity Parse Failed,,700,195.0,
매일유업(주),상하목장 아이스크림 딸기,474ml,"4,510원",https://www.welfare.mil.kr/shop/imgView.do?p_code=35762&type=1,식품,매일유업 상하목장 아이스크림 딸기 474ml,29900.0,20,Success,https://link.gmarket.co.kr/gate/pcs?item-no=4628870674&sub-id=1003&service-code=10000003&lcd=100000036,4510,474.0,84.9
롯데웰푸드(주),첫눈애일품팥빙수,240ml,"1,030원",https://www.welfare.mil.kr/shop/imgView.do?p_code=35758&type=1,식품,롯데웰푸드 첫눈애일품팥빙수 240ml,,0,Max Retries,,1030,240.0,
라벨리,수박화채빙수,220ml,"1,290원",https://www.welfare.mil.kr/shop/imgView.do?p_code=35756&type=1,식품,라벨리 수박화채빙수 220ml,41200.0,17,Success,https://smartstore.naver.com/main/products/5629499144,1290,220.0,96.9
(주)쟈뎅,쟈뎅 아워티 콤부차 베리 10p,5g*10매,"2,610원",https://www.welfare.mil.kr/shop/imgView.do?p_code=32928&type=1,식품,쟈뎅 쟈뎅 아워티 콤부차 베리 10p 5g*10매,13310.0,20,Success,https://smartstore.naver.com/main/products/9744648181,2610,50.0,80.4
신제주누리(주),포켓그릴치킨핫스파이시,190g,"3,500원",https://www.welfare.mil.kr/shop/imgView.do?p_code=32970&type=1,식품,신제주누리 포켓그릴치킨핫스파이시 190g,,0,Capacity Parse Failed,,3500,190.0,
(주)팔도,팔도 짬뽕왕뚜껑,110g,980원,https://www.welfare.mil.kr/shop/imgView.do?p_code=32914&type=1,식품,팔도 팔도 짬뽕왕뚜껑 110g,1750.0,19,Success,https://smartstore.naver.com/main/products/6257735088,980,110.0,44.0
(주)사조대림,(영외)고소한 참기름 320ml,320ml,"5,360원",https://www.welfare.mil.kr/shop/imgView.do?p_code=32808&type=1,식품,사조대림 영외 고소한 참기름 320ml,6475.0,20,Success,https://smartstore.naver.com/main/products/11578067920,5360,320.0,17.2
(주)이디야,비니스트 스페셜에디션 아메리카노,130g(1gx130입),"11,340원",https://www.welfare.mil.kr/shop/imgView.do?p_code=32814&type=1,음료,이디야 비니스트 스페셜에디션 아메리카노 130g(1gx130입),4160000.0,11,Success,https://smartstore.naver.com/main/products/10963071572,11340,130.0,99.7
자민경(주),자민경 원기진고,240ml,"39,650원",https://www.welfare.mil.kr/shop/imgView.do?p_code=32828&type=1,건강기능식품,자민경 자민경 원기진고 240ml,160000.0,7,Success,https://search.shopping.naver.com/catalog/51929509731,39650,240.0,75.2
(주)팜스케어,아이케어 루테인 지아잔틴,500mg*30c,"8,090원",https://www.welfare.mil.kr/shop/imgView.do?p_code=32886&type=1,건강기능식품,팜스케어 아이케어 루테인 지아잔틴 500mg*30c,,0,Cache Miss,,8090,,
동화약품(주),미인활,75ml,550원,https://www.welfare.mil.kr/shop/imgView.do?p_code=33006&type=1,건강기능식품,동화약품 미인활 75ml,18610.0,20,Success,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9193510525&tid=1000000061,550,75.0,97.0
삼양식품(주),까르보불닭볶음면,130g*4입,"4,100원",https://www.welfare.mil.kr/shop/imgView.do?p_code=32894&type=1,식품,삼양식품 까르보불닭볶음면 130g*4입,7379.999999999999,16,Success,https://affiliate.homeplus.co.kr/external/bridge?channelId=1000006&targetUrl=https%3A%2F%2Ffront.homeplus.co.kr%2Fitem%3FitemNo%3D127927277%26storeType%3DHYPER,4100,520.0,44.4
농심켈로그(주),크렌베리아몬드그래놀라,500g,"4,700원",https://www.welfare.mil.kr/shop/imgView.do?p_code=32844&type=1,식품,농심켈로그 크렌베리아몬드그래놀라 500g,9990.0,20,Success,https://smartstore.naver.com/main/products/4883076069,4700,500.0,53.0
(주)석보유통,하루한줌 믹스넛,20g*10봉,"5,680원",https://www.welfare.mil.kr/shop/imgView.do?p_code=32838&type=1,식품,석보유통 하루한줌 믹스넛 20g*10봉,26500.0,17,Success,https://smartstore.naver.com/main/products/10770563140,5680,200.0,78.6
(주)오뚜기,굴진짬뽕,520 g,"4,530원",https://www.welfare.mil.kr/shop/imgView.do?p_code=32798&type=1,식품,오뚜기 굴진짬뽕 520 g,5434.583333333333,19,Success,https://smartstore.naver.com/main/products/12055455123,4530,520.0,16.6
(주)미동농산,볶음아몬드,270g,"5,340원",https://www.welfare.mil.kr/shop/imgView.do?p_code=32836&type=1,식품,미동농산 볶음아몬드 270g,10040.0,20,Success,https://link.auction.co.kr/gate/pcs?item-no=D793854745&sub-id=1&service-code=10000003,5340,270.0,46.8
풀무원식품 주식회사,(영외)살아있는 실의힘 국산콩 생나또,99g,"1,430원",https://www.welfare.mil.kr/shop/imgView.do?p_code=32824&type=1,식품,풀무원식품 영외 살아있는 실의힘 국산콩 생나또 99g,9520.0,20,Success,https://smartstore.naver.com/main/products/8842627707,1430,99.0,85.0
대상(주),(영외)청정원 요리통후추그라인더(35g),35g,"3,080원",https://www.welfare.mil.kr/shop/imgView.do?p_code=35640&type=1,식품,대상 영외 청정원 요리통후추그라인더 35g,7390.0,20,Success,https://smartstore.naver.com/main/products/8241938464,3080,35.0,58.3
(주)하이랜드이노베이션,급냉삼겹살,650g,"10,740원",https://www.welfare.mil.kr/shop/imgView.do?p_code=35426&type=1,식품,하이랜드이노베이션 급냉삼겹살 650g,,0,Capacity Parse Failed,,10740,650.0,
(주)빙그레,빙그레 우유생크림빵,95g,"2,040원",https://www.welfare.mil.kr/shop/imgView.do?p_code=35432&type=1,식품,빙그레 빙그레 우유생크림빵 95g,,0,Capacity Parse Failed,,2040,95.0,
풀무원식품 주식회사,(영외)고소한유부초밥4인_330g,330g,"3,260원",https://www.welfare.mil.kr/shop/imgView.do?p_code=35668&type=1,식품,풀무원식품 영외 고소한유부초밥4인_330g,19100.0,20,Success,https://www.lotteon.com/p/product/LO2442646303?sitmNo=LO2442646303_2442646304&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,3260,330.0,82.9
삼양식품(주),맵탱청양고추대파라면,110g*4입,"2,620원",https://www.welfare.mil.kr/shop/imgView.do?p_code=35462&type=1,식품,삼양식품 맵탱청양고추대파라면 110g*4입,7375.5,16,Success,https://smartstore.naver.com/main/products/10276558128,2620,440.0,64.5
주식회사 사조대림,(영외)포도씨유 900ml,900ml,"7,050원",https://www.welfare.mil.kr/shop/imgView.do?p_code=35526&type=1,식품,사조대림 영외 포도씨유 900ml,7533.333333333333,20,Success,https://smartstore.naver.com/main/products/11668392832,7050,900.0,6.4
대상(주),(영외)청정원 우리밀튀김가루(450g),450g,"3,460원",https://www.welfare.mil.kr/shop/imgView.do?p_code=35726&type=1,식품,대상 영외 청정원 우리밀튀김가루 450g,7765.0,20,Success,https://link.gmarket.co.kr/gate/pcs?item-no=4281984632&sub-id=1003&service-code=10000003&lcd=100000020,3460,450.0,55.4
서영이앤티(주),모닝이즈백 스틱 그린애플,20g,650원,https://www.welfare.mil.kr/shop/imgView.do?p_code=35886&type=1,건강기능식품,서영이앤티 모닝이즈백 스틱 그린애플 20g,26525.0,9,Success,https://link.gmarket.co.kr/gate/pcs?item-no=3274544803&sub-id=1003&service-code=10000003&lcd=100000094,650,20.0,97.5
