vendor,name,spec,price,image_url,category,검색_쿼리,추정_인터넷총가,표본수,상태,최저가_링크,군마트가격(원),군마트_추출용량(g/ml),할인율(%)
(주)댑코리아,규격(250047)(영외)모달레깅스GWUW6535BK(M/그레이),M/그레이,"7,070원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37730&type=1,의류/군수품,댑코리아 규격 250047 영외 모달레깅스GWUW6535BK M/그레이,,0,Cache Miss,,7070,,
(주)댑코리아,규격(250047)(영외)모달레깅스GWUW6535BK(L/블랙),L/블랙,"7,070원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37732&type=1,의류/군수품,댑코리아 규격 250047 영외 모달레깅스GWUW6535BK L/블랙,,0,Cache Miss,,7070,,
코튼클럽(주),규격(250322)게스)스트링 포인트 드로즈(105/XL),105/XL,"7,480원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37734&type=1,의류/군수품,코튼클럽 규격 250322 게스 스트링 포인트 드로즈 105/XL,,0,Cache Miss,,7480,,
코튼클럽(주),규격(250322)게스)스트링 포인트 드로즈(95/M),95/M,"7,480원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37736&type=1,의류/군수품,코튼클럽 규격 250322 게스 스트링 포인트 드로즈 95/M,,0,Cache Miss,,7480,,
코튼클럽(주),규격(250321)게스)메쉬퓨징 드로즈(105/XL),105/XL,"7,480원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37738&type=1,의류/군수품,코튼클럽 규격 250321 게스 메쉬퓨징 드로즈 105/XL,,0,Cache Miss,,7480,,
코튼클럽(주),규격(250321)게스)메쉬퓨징 드로즈(95/M),95/M,"7,480원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37740&type=1,의류/군수품,코튼클럽 규격 250321 게스 메쉬퓨징 드로즈 95/M,,0,Cache Miss,,7480,,
(주)댑코리아,규격(250045)(동계)HOT기모내의하의GMUW9024BK(110),110,"8,090원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37764&type=1,의류/군수품,댑코리아 규격 250045 동계 HOT기모내의하의GMUW9024BK 110,,0,Cache Miss,,8090,,
㈜비비안,(영외)비비안 슬림기모타이츠 1족입,free/101.8g,"7,160원",https://www.welfare.mil.kr/shop/imgView.do?p_code=29650&type=1,의류/군수품,㈜비비안 영외 비비안 슬림기모타이츠 1족입 free/101.8g,,0,Capacity Parse Failed,,7160,101.8,
(주)불스원,그라스 디퓨저 105ml 블랙베리&체리,105ml*2,"9,210원",https://www.welfare.mil.kr/shop/imgView.do?p_code=31382&type=1,생활용품,불스원 그라스 디퓨저 105ml 블랙베리&체리 105ml*2,40045.0,20,Success,https://link.auction.co.kr/gate/pcs?item-no=D238089483&sub-id=1&service-code=10000003,9210,210.0,77.0
(주)불스원,Rain OK 프리미엄 발수코팅 에탄올워셔,1800ml,"3,690원",https://www.welfare.mil.kr/shop/imgView.do?p_code=31402&type=1,생활용품,불스원 Rain OK 프리미엄 발수코팅 에탄올워셔 1800ml,31385.0,20,Success,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=207991686&ctag=207991686&lptag=I17203611768&itemId=17203611768&vendorItemId=94088909725&spec=10305199,3690,1800.0,88.2
(주)에이블씨엔씨,미샤맨즈큐어그루밍센스립밤,3.7g,"3,590원",https://www.welfare.mil.kr/shop/imgView.do?p_code=31362&type=1,미용/위생,에이블씨엔씨 미샤맨즈큐어그루밍센스립밤 3.7g,10250.0,19,Success,https://search.shopping.naver.com/catalog/32542421620,3590,3.7,65.0
라이온코리아(주),바르는비트,220ml,"2,120원",https://www.welfare.mil.kr/shop/imgView.do?p_code=31400&type=1,생활용품,라이온코리아 바르는비트 220ml,,0,Max Retries,,2120,220.0,
(주)태성사,ATB실버모스락팔토시,free,"5,150원",https://www.welfare.mil.kr/shop/imgView.do?p_code=29622&type=1,의류/군수품,태성사 ATB실버모스락팔토시 free,,0,Cache Miss,,5150,,
(주)티피지,프리미엄 핫팩 화롯불파스형,40g,310원,https://www.welfare.mil.kr/shop/imgView.do?p_code=29732&type=1,생활용품,티피지 프리미엄 핫팩 화롯불파스형 40g,10240.0,19,Success,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=6228342728&ctag=6228342728&lptag=I24299291329&itemId=24299291329&vendorItemId=91315281323&spec=10305199,310,40.0,97.0
(주)댑코리아,규격(250045)(동계)HOT기모내의하의GMUW9024BK(95),95,"8,090원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37768&type=1,의류/군수품,댑코리아 규격 250045 동계 HOT기모내의하의GMUW9024BK 95,,0,Cache Miss,,8090,,
(주)댑코리아,규격(250045)(동계)HOT기모내의하의GMUW9024BK(105),105,"8,090원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37766&type=1,의류/군수품,댑코리아 규격 250045 동계 HOT기모내의하의GMUW9024BK 105,,0,Cache Miss,,8090,,
주식회사 네오팩토리,규격(250565)액티비티스포츠쿨론티(공군)(115),115,"11,440원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37770&type=1,의류/군수품,네오팩토리 규격 250565 액티비티스포츠쿨론티 공군 115,,0,Cache Miss,,11440,,
주식회사 네오팩토리,규격(250565)액티비티스포츠쿨론티(공군)(110),110,"11,440원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37772&type=1,의류/군수품,네오팩토리 규격 250565 액티비티스포츠쿨론티 공군 110,,0,Cache Miss,,11440,,
주식회사 네오팩토리,규격(250565)액티비티스포츠쿨론티(공군)(105),105,"11,440원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37774&type=1,의류/군수품,네오팩토리 규격 250565 액티비티스포츠쿨론티 공군 105,,0,Cache Miss,,11440,,
주식회사 네오팩토리,규격(250565)액티비티스포츠쿨론티(공군)(100),100,"11,440원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37776&type=1,의류/군수품,네오팩토리 규격 250565 액티비티스포츠쿨론티 공군 100,,0,Cache Miss,,11440,,
주식회사 네오팩토리,규격(250565)액티비티스포츠쿨론티(공군)(95),95,"11,440원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37778&type=1,의류/군수품,네오팩토리 규격 250565 액티비티스포츠쿨론티 공군 95,,0,Cache Miss,,11440,,
(주)한영코리아,규격(250548)네파바체남드로즈7I1EC22(110),110,"9,040원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37784&type=1,의류/군수품,한영코리아 규격 250548 네파바체남드로즈7I1EC22 110,,0,Cache Miss,,9040,,
주식회사 킨도,규격(250330)킨도에어팬티기저귀(남아공용6단계30매),6단계/30매,"9,440원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37780&type=1,미용/위생,킨도 규격 250330 킨도에어팬티기저귀 남아공용6단계30매 6단계/30매,,0,Cache Miss,,9440,,
(주)한영코리아,규격(250548)네파바체남드로즈7I1EC22(105),105,"9,040원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37786&type=1,의류/군수품,한영코리아 규격 250548 네파바체남드로즈7I1EC22 105,,0,Cache Miss,,9040,,
(주)한영코리아,규격(250548)네파바체남드로즈7I1EC22(95),95,"9,040원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37788&type=1,의류/군수품,한영코리아 규격 250548 네파바체남드로즈7I1EC22 95,,0,Cache Miss,,9040,,
(주)한영코리아,규격(250547)워크4.8아치탭플러스(SSCL2Z0990)(M),M,"26,400원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37790&type=1,의류/군수품,한영코리아 규격 250547 워크4.8아치탭플러스 SSCL2Z0990 M,,0,Cache Miss,,26400,,
한국쓰리엠(주),규격(250102)3M 고리형 그레이 고무장갑(대형),대형,"2,040원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37792&type=1,생활용품,한국쓰리엠 규격 250102 3M 고리형 그레이 고무장갑 대형,,0,Cache Miss,,2040,,
애경산업(주),규격(250086)(영외)케라시스 단백질 크림염색,초코브라운,"3,820원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37794&type=1,미용/위생,애경산업 규격 250086 영외 케라시스 단백질 크림염색 초코브라운,,0,Cache Miss,,3820,,
애경산업(주),규격(250086)(영외)케라시스 단백질 크림염색,다크브라운,"3,820원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37796&type=1,미용/위생,애경산업 규격 250086 영외 케라시스 단백질 크림염색 다크브라운,,0,Cache Miss,,3820,,
주식회사 네오팩토리,규격(250565)액티비티스포츠쿨론티 블랙(115),115,"11,440원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37798&type=1,의류/군수품,네오팩토리 규격 250565 액티비티스포츠쿨론티 블랙 115,,0,Cache Miss,,11440,,
주식회사 네오팩토리,규격(250565)액티비티스포츠쿨론티 블랙(110),110,"11,440원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37800&type=1,의류/군수품,네오팩토리 규격 250565 액티비티스포츠쿨론티 블랙 110,,0,Cache Miss,,11440,,
주식회사 네오팩토리,규격(250565)액티비티스포츠쿨론티 블랙(105),105,"11,440원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37802&type=1,의류/군수품,네오팩토리 규격 250565 액티비티스포츠쿨론티 블랙 105,,0,Cache Miss,,11440,,
주식회사 네오팩토리,규격(250565)액티비티스포츠쿨론티 블랙(95),95,"11,440원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37804&type=1,의류/군수품,네오팩토리 규격 250565 액티비티스포츠쿨론티 블랙 95,,0,Cache Miss,,11440,,
코스코,규격(250014)스위스볼트 라텍스코팅장갑(M),M,"1,640원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37806&type=1,생활용품,코스코 규격 250014 스위스볼트 라텍스코팅장갑 M,,0,Cache Miss,,1640,,
신성통상(주),규격(250018)에코쿨링카라반팔티MWE5TT1201(110),110,"18,300원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37808&type=1,의류/군수품,신성통상 규격 250018 에코쿨링카라반팔티MWE5TT1201 110,,0,Cache Miss,,18300,,
신성통상(주),규격(250018)에코쿨링카라반팔티MWE5TT1201(105),105,"18,300원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37810&type=1,의류/군수품,신성통상 규격 250018 에코쿨링카라반팔티MWE5TT1201 105,,0,Cache Miss,,18300,,
신성통상(주),규격(250018)에코쿨링카라반팔티MWE5TT1201(95),95,"18,300원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37812&type=1,의류/군수품,신성통상 규격 250018 에코쿨링카라반팔티MWE5TT1201 95,,0,Cache Miss,,18300,,
신성통상(주),규격(250017)에어메쉬탱크MWE5TL1201(110),110,"11,100원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37814&type=1,의류/군수품,신성통상 규격 250017 에어메쉬탱크MWE5TL1201 110,,0,Cache Miss,,11100,,
신성통상(주),규격(250017)에어메쉬탱크MWE5TL1201(105),105,"11,100원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37816&type=1,의류/군수품,신성통상 규격 250017 에어메쉬탱크MWE5TL1201 105,,0,Cache Miss,,11100,,
신성통상(주),규격(250017)에어메쉬탱크MWE5TL1201(95),95,"11,100원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37818&type=1,의류/군수품,신성통상 규격 250017 에어메쉬탱크MWE5TL1201 95,,0,Cache Miss,,11100,,
㈜에스엠벡셀 배터리,규격(250495)벡셀 기모장갑BLG201(L),L,"1,740원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37820&type=1,생활용품,㈜에스엠벡셀 배터리 규격 250495 벡셀 기모장갑BLG201 L,,0,Cache Miss,,1740,,
(주)새앙,규격(250585)(영외)새앙머리헤어칼라크림(8y),8y 밝은황갈색,"4,610원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37822&type=1,미용/위생,새앙 규격 250585 영외 새앙머리헤어칼라크림 8y 8y 밝은황갈색,,0,Cache Miss,,4610,,
(주)새앙,규격(250585)(영외)새앙머리헤어칼라크림(7s),7s 구리빛밝은갈색,"4,610원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37824&type=1,미용/위생,새앙 규격 250585 영외 새앙머리헤어칼라크림 7s 7s 구리빛밝은갈색,,0,Cache Miss,,4610,,
(주)새앙,규격(250585)(영외)새앙머리헤어칼라크림(6s),6s 밝은갈색,"4,610원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37826&type=1,미용/위생,새앙 규격 250585 영외 새앙머리헤어칼라크림 6s 6s 밝은갈색,,0,Cache Miss,,4610,,
(주)새앙,규격(250585)(영외)새앙머리헤어칼라크림(5s),5s 자연갈색,"4,610원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37828&type=1,미용/위생,새앙 규격 250585 영외 새앙머리헤어칼라크림 5s 5s 자연갈색,,0,Cache Miss,,4610,,
(주)새앙,규격(250585)(영외)새앙머리헤어칼라크림(4s),4s 진한갈색,"4,610원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37830&type=1,미용/위생,새앙 규격 250585 영외 새앙머리헤어칼라크림 4s 4s 진한갈색,,0,Cache Miss,,4610,,
(주)더파운더즈,아누아 어성초 70 데일리 로션,200ml,"10,610원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36292&type=1,미용/위생,더파운더즈 아누아 어성초 70 데일리 로션 200ml,22935.0,20,Success,https://search.shopping.naver.com/catalog/57065266640,10610,200.0,53.7
(주)엘지생활건강,세이프 천연미네랄 오리지널,1000ml,"3,580원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36078&type=1,생활용품,엘지생활건강 세이프 천연미네랄 오리지널 1000ml,13840.0,20,Success,https://link.gmarket.co.kr/gate/pcs?item-no=4421119125&sub-id=1003&service-code=10000003&lcd=100000074,3580,1000.0,74.1
(주)댑코리아,면3부속바지GPT9103BK,90호/85g,"5,020원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36226&type=1,의류/군수품,댑코리아 면3부속바지GPT9103BK 90호/85g,,0,Capacity Parse Failed,,5020,85.0,
㈜에스엠벡셀 배터리,벡셀 하이엔드건전지 AA2입,aa/1.5v,770원,https://www.welfare.mil.kr/shop/imgView.do?p_code=36096&type=1,생활용품,㈜에스엠벡셀 배터리 벡셀 하이엔드건전지 AA2입 aa/1.5v,,0,Cache Miss,,770,,
(주)에코에이스,에코버 올인원 식기세척기세제 제로,500g,"8,740원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36170&type=1,생활용품,에코에이스 에코버 올인원 식기세척기세제 제로 500g,20559.1577540107,6,Success,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=7811515646&tid=1000000061,8740,500.0,57.5
(주)댑코리아,텐셀 여성 끈 런닝DLG6017WH,90호/138g,"8,090원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36090&type=1,의류/군수품,댑코리아 텐셀 여성 끈 런닝DLG6017WH 90호/138g,,0,Capacity Parse Failed,,8090,138.0,
(주)새앙,(영외)새앙머리 헤어 칼라 크림,3s 흑갈색,"4,610원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36240&type=1,미용/위생,새앙 영외 새앙머리 헤어 칼라 크림 3s 흑갈색,,0,Cache Miss,,4610,,
한국피앤지판매(유),(프로블레이드)질레트 프로글라이드매뉴얼면도기,면도기1 면도날2,"8,860원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36012&type=1,미용/위생,한국피앤지판매(유) 프로블레이드 질레트 프로글라이드매뉴얼면도기 면도기1 면도날2,,0,Cache Miss,,8860,,
신성통상(주),에코쿨링카라반팔티MWE5TT1201,100/212g,"18,300원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36276&type=1,의류/군수품,신성통상 에코쿨링카라반팔티MWE5TT1201 100/212g,,0,Capacity Parse Failed,,18300,212.0,
주식회사 씨엠에스랩,셀퓨전씨 포어 썬 클렌징 폼,150ml,"3,230원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36182&type=1,미용/위생,씨엠에스랩 셀퓨전씨 포어 썬 클렌징 폼 150ml,11880.0,19,Success,https://link.auction.co.kr/gate/pcs?item-no=F338267192&sub-id=1&service-code=10000003,3230,150.0,72.8
(주)피죤,액츠 실내건조 2.2L,2200ml,"2,870원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36278&type=1,생활용품,피죤 액츠 실내건조 2.2L 2200ml,22900.0,20,Success,https://smartstore.naver.com/main/products/7583064606,2870,2200.0,87.5
(주)댑코리아,(영외)모달레깅스GWUW6535BK,M / 블랙,"7,070원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36326&type=1,의류/군수품,댑코리아 영외 모달레깅스GWUW6535BK M / 블랙,,0,Cache Miss,,7070,,
(주)에이블씨엔씨,(영외)미샤_오일컨트롤페이퍼,94*72/100매,"1,560원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36256&type=1,미용/위생,에이블씨엔씨 영외 미샤_오일컨트롤페이퍼 94*72/100매,,0,Cache Miss,,1560,,
자민경(주),크레마카라콜 오리지날 프리미어 달팽이 기프트 세트,토너/로션각150ml/앰,"25,490원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36178&type=1,미용/위생,자민경 크레마카라콜 오리지날 프리미어 달팽이 기프트 세트 토너/로션각150ml/앰,,0,Capacity Parse Failed,,25490,150.0,
(주)브리드비인터내셔널,(영외)부케가르니 에코 더블 클린 수세미(핑크),8개입,"2,830원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36214&type=1,생활용품,브리드비인터내셔널 영외 부케가르니 에코 더블 클린 수세미 핑크 8개입,,0,Cache Miss,,2830,,
(주)고운세상코스메틱,닥터지 그린마일드 업 선스틱 20g,20g,"8,090원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36118&type=1,미용/위생,고운세상코스메틱 닥터지 그린마일드 업 선스틱 20g,14170.0,19,Success,https://link.gmarket.co.kr/gate/pcs?item-no=4076560558&sub-id=1003&service-code=10000003&lcd=100000005,8090,20.0,42.9
(주)댑코리아,(영외)신사양말*3GET0057BK,free/47g,"6,040원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36098&type=1,의류/군수품,댑코리아 영외 신사양말*3GET0057BK free/47g,,0,Capacity Parse Failed,,6040,47.0,
주식회사 엑토,페블 블루투스 이어폰 TWS-20,bluetooth 5.3,"13,590원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36132&type=1,전자,엑토 페블 블루투스 이어폰 TWS-20 bluetooth 5.3,,0,Cache Miss,,13590,,
한국피앤지판매(유),(557.1프로블레이드)질레트프로쉴드 옐로우 면도기,면도기1 면도날2,"11,780원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36010&type=1,미용/위생,한국피앤지판매(유) 557.1프로블레이드 질레트프로쉴드 옐로우 면도기 면도기1 면도날2,,0,Cache Miss,,11780,,
한국피앤지판매(유),(프로블레이드)질레트프로글라이드 매뉴얼 면도날,4입,"12,960원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36114&type=1,미용/위생,한국피앤지판매(유) 프로블레이드 질레트프로글라이드 매뉴얼 면도날 4입,,0,Cache Miss,,12960,,
동국제약(주),마데카메디패치스팟패치 51매,51매,"2,360원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36198&type=1,미용/위생,동국제약 마데카메디패치스팟패치 51매,,0,Cache Miss,,2360,,
동국제약(주),센텔리안24 마데카프라임,122g,"143,600원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36310&type=1,미용/위생,동국제약 센텔리안24 마데카프라임 122g,744159.3333333335,3,Success,https://smartstore.naver.com/main/products/10197314416,143600,122.0,80.7
(주)모나리자,영외)모나리자보네르가든내추럴키친타올,200매4롤(2겹),"3,990원",https://www.welfare.mil.kr/shop/imgView.do?p_code=29768&type=1,생활용품,모나리자 영외 모나리자보네르가든내추럴키친타올 200매4롤(2겹),,0,Cache Miss,,3990,,
(주)엘지생활건강,쉬크 하이드로5 스킨프로텍트 센서티브 면도기,기+날2입,"10,140원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36134&type=1,미용/위생,엘지생활건강 쉬크 하이드로5 스킨프로텍트 센서티브 면도기 기+날2입,,0,Cache Miss,,10140,,
(주)고차원,리브러쉬클러브농축가글액,50ml,"8,490원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36154&type=1,미용/위생,고차원 리브러쉬클러브농축가글액 50ml,38745.0,20,Success,https://search.shopping.naver.com/catalog/51929245351,8490,50.0,78.1
(주)댑코리아,스포츠양말2매입GET0056BK,free/54g,"4,920원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36188&type=1,스포츠/레저,댑코리아 스포츠양말2매입GET0056BK free/54g,,0,Capacity Parse Failed,,4920,54.0,
(주)더스킨팩토리,쿤달허니앤드마카다미아퓨어바디워시 베이비파우더,718ml,"5,290원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36020&type=1,미용/위생,더스킨팩토리 쿤달허니앤드마카다미아퓨어바디워시 베이비파우더 718ml,34176.8,20,Success,https://smartstore.naver.com/main/products/11137118242,5290,718.0,84.5
헬스커넥트(주)즐거운쇼핑,(동계)해피데이핫팩(보온대),150g,510원,https://www.welfare.mil.kr/shop/imgView.do?p_code=36318&type=1,생활용품,헬스커넥트즐거운쇼핑 동계 해피데이핫팩 보온대 150g,,0,Capacity Parse Failed,,510,150.0,
(주)포컴퍼니,아비브 부활초 크림 뉴트리션 튜브 기획,75ml+30ml,"5,500원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36156&type=1,미용/위생,포컴퍼니 아비브 부활초 크림 뉴트리션 튜브 기획 75ml+30ml,20095.0,20,Success,https://link.gmarket.co.kr/gate/pcs?item-no=4702758169&sub-id=1003&service-code=10000003&lcd=100000005,5500,75.0,72.6
주식회사 씨엠에스랩,셀퓨전씨 약산성 패리어 수분 크림,80ml,"7,160원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36006&type=1,미용/위생,씨엠에스랩 셀퓨전씨 약산성 패리어 수분 크림 80ml,26150.0,20,Success,https://search.shopping.naver.com/catalog/51929586735,7160,80.0,72.6
(주)포컴퍼니,아비브 어성초 스팟패드 카밍터치 140매 대용량 기획,250ml,"13,180원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36080&type=1,미용/위생,포컴퍼니 아비브 어성초 스팟패드 카밍터치 140매 대용량 기획 250ml,34275.0,6,Success,https://link.gmarket.co.kr/gate/pcs?item-no=4309449925&sub-id=1003&service-code=10000003&lcd=100000005,13180,250.0,61.5
(주)댑코리아,아쿠아엑스무봉제 쿨토시SSTO0126BK,블랙 / free,"2,970원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36202&type=1,스포츠/레저,댑코리아 아쿠아엑스무봉제 쿨토시SSTO0126BK 블랙 / free,,0,Cache Miss,,2970,,
(주)에이블씨엔씨,셀라피_에이리페어 아토 탑투토 워시,480ml,"5,430원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36142&type=1,미용/위생,에이블씨엔씨 셀라피_에이리페어 아토 탑투토 워시 480ml,20760.0,20,Success,https://link.auction.co.kr/gate/pcs?item-no=E404302100&sub-id=1&service-code=10000003,5430,480.0,73.8
웰킵스컨슈머블(주),뷰카 클래식 구취케어 치약 아쿠아민트향,110g * 4개입,"12,180원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36230&type=1,미용/위생,웰킵스컨슈머블 뷰카 클래식 구취케어 치약 아쿠아민트향 110g * 4개입,,0,Capacity Parse Failed,,12180,440.0,
(주)피죤,고농축피죤 플라워페스티벌 2.3L,2300ml,"4,600원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36014&type=1,생활용품,피죤 고농축피죤 플라워페스티벌 2.3L 2300ml,20485.0,20,Success,https://smartstore.naver.com/main/products/6906068684,4600,2300.0,77.5
(주)하늘을담다,스카이보틀 화이트레인 퍼퓸 핸드크림,50ml,"3,690원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36110&type=1,미용/위생,하늘을담다 스카이보틀 화이트레인 퍼퓸 핸드크림 50ml,,0,Capacity Parse Failed,,3690,50.0,
(주)댑코리아,스포츠양말GET0054BK,free/55g,"2,460원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36286&type=1,스포츠/레저,댑코리아 스포츠양말GET0054BK free/55g,,0,Capacity Parse Failed,,2460,55.0,
(주)구다이글로벌,조선미녀 맑은쌀선크림,50ml,"5,530원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36084&type=1,미용/위생,구다이글로벌 조선미녀 맑은쌀선크림 50ml,18850.0,20,Success,https://smartstore.naver.com/main/products/11913633964,5530,50.0,70.7
(주)포컴퍼니,아비브 아크네 폼 클렌저 어성초 폼,250ml,"6,360원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36180&type=1,미용/위생,포컴퍼니 아비브 아크네 폼 클렌저 어성초 폼 250ml,,0,Max Retries,,6360,250.0,
한국인삼공사(주),동인비 현올인원플루이드,120ml,"9,980원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36254&type=1,미용/위생,한국인삼공사 동인비 현올인원플루이드 120ml,36490.0,20,Success,https://link.gmarket.co.kr/gate/pcs?item-no=4470909938&sub-id=1003&service-code=10000003&lcd=100000005,9980,120.0,72.7
주식회사 인스코비,블랙이글스 시계(BE DP239P AQ),1개입,"42,900원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36066&type=1,전자,인스코비 블랙이글스 시계 BE DP239P AQ 1개입,,0,Cache Miss,,42900,,
우삼코리아,콜게이트 360옵틱화이트 칫솔2P,15.6g x 2입,"3,180원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36124&type=1,미용/위생,우삼코리아 콜게이트 360옵틱화이트 칫솔2P 15.6g x 2입,,0,Capacity Parse Failed,,3180,31.2,
(주)카데코,블랙스미스빨대텀블러,670ml,"16,850원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36008&type=1,생활용품,카데코 블랙스미스빨대텀블러 670ml,37035.0,20,Success,https://link.gmarket.co.kr/gate/pcs?item-no=3928203833&sub-id=1003&service-code=10000003&lcd=100000085,16850,670.0,54.5
한국피앤지판매(유),(프로블레이드)질레트 프로쉴드 옐로우 면도날,4입,"14,700원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36172&type=1,미용/위생,한국피앤지판매(유) 프로블레이드 질레트 프로쉴드 옐로우 면도날 4입,,0,Cache Miss,,14700,,
(주)나무인터내셔널,때타올,9.5g,560원,https://www.welfare.mil.kr/shop/imgView.do?p_code=36176&type=1,미용/위생,나무인터내셔널 때타올 9.5g,,0,Capacity Parse Failed,,560,9.5,
(주)위너스,안전캡 개별절전 3구3M,8*8*26/16a 250v,"13,840원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36004&type=1,생활용품,위너스 안전캡 개별절전 3구3M 8*8*26/16a 250v,,0,Cache Miss,,13840,,
(주)브리드비인터내셔널,부케가르니 딥 퍼퓸 샴푸 화이트머스크,500ml,"5,190원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36064&type=1,미용/위생,브리드비인터내셔널 부케가르니 딥 퍼퓸 샴푸 화이트머스크 500ml,12630.0,20,Success,https://affiliate.homeplus.co.kr/external/bridge?channelId=1000006&targetUrl=https%3A%2F%2Ffront.homeplus.co.kr%2Fitem%3FitemNo%3D071221356%26storeType%3DHYPER,5190,500.0,58.9
(주)엘지생활건강,스케일링케어 쿨링 민트,100g*3,"4,440원",https://www.welfare.mil.kr/shop/imgView.do?p_code=35988&type=1,미용/위생,엘지생활건강 스케일링케어 쿨링 민트 100g*3,54690.0,20,Success,https://link.gmarket.co.kr/gate/pcs?item-no=4542795480&sub-id=1003&service-code=10000003&lcd=100000071,4440,300.0,91.9
㈜에스제이네이션,전기면도기 Triple S,1개입,"36,110원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36248&type=1,전자,㈜에스제이네이션 전기면도기 Triple S 1개입,,0,Cache Miss,,36110,,
